wisconsin,0.9506061,0.08207247,1618.8822,0.9475585,0.0890219,1613.6921
texas,0.95813495,0.06333198,1631.7039,0.9575663,0.06309832,1630.7355
cora,0.9878597,0.026511032,1415.603,0.98719704,0.027786283,1414.6533
citeseer,0.99276054,0.016194923,3676.1924,0.9915365,0.018909756,3671.6597
chameleon,0.9956339,0.010176135,2314.8489,0.9955731,0.010346126,2314.7075
cornell,0.95905197,0.06226058,1633.2655,0.95818543,0.06325011,1631.7898
texas,0.95813495,0.06333198,1631.7039,0.9575663,0.06309832,1630.7355
squirrel,0.9955136,0.0071595977,2079.628,0.9954853,0.007210684,2079.5688
film,0.99492,0.025975017,927.26544,0.99470705,0.026914122,927.06696
