wisconsin,0.96522474,0.06531373,1643.7777,0.9475585,0.0890219,1613.6921
texas,0.96005034,0.063564755,1634.9657,0.9575663,0.06309832,1630.7355
cora,0.98875046,0.024578718,1416.8794,0.98719704,0.027786283,1414.6533
citeseer,0.99292797,0.015836483,3676.8123,0.9915365,0.018909756,3671.6597
chameleon,0.99595207,0.009341101,2315.5886,0.9955731,0.010346126,2314.7075
cornell,0.9611796,0.059661366,1636.8889,0.95818543,0.06325011,1631.7898
texas,0.96005034,0.063564755,1634.9657,0.9575663,0.06309832,1630.7355
squirrel,0.99557334,0.007042492,2079.7527,0.9954853,0.007210684,2079.5688
film,0.9952618,0.024098698,927.584,0.99470705,0.026914122,927.06696
